Battle Quiz #,Question #,Group,Quiz Title,Difficulty,Type,Question,Option A,Option B,Option C,Option D,Correct Answer,Fun Fact
81,2,"BTS","BTS Wings era deep dive","hard","multiple_choice","What is the name of Jimin's solo track on Wings?","Serendipity","Filter","Lie","Promise","Lie",""
81,3,"BLACKPINK","BLACKPINK true or false","medium","true_false","Lisa is from Thailand","True","False","","","True",""
81,4,"BLACKPINK","Are you a true BLINK? BLACKPINK trivia","easy","multiple_choice","What is BLACKPINK's fandom name?","ARMY","BLINK","ONCE","Reveluv","BLINK","BLINK is a combination of BL from BLACK and INK from PINK."
81,5,"ENHYPEN","ENHYPEN discography quiz","medium","multiple_choice","What is the lead single of DARK BLOOD?","Fate","Bite Me","Sacrifice","Bills","Bite Me",""
82,1,"General K-pop","K-pop birthplace quiz - where are they from?","hard","multiple_choice","Ni-ki (ENHYPEN) is from which country?","South Korea","Japan","Thailand","China","Japan",""
82,2,"General K-pop","2NE1 legacy quiz","medium","multiple_choice","How many members were in 2NE1?","3","6","5","4","4",""
82,3,"ENHYPEN","ENHYPEN members deep dive","hard","multiple_choice","Which ENHYPEN member is Korean-American and grew up in the US?","Jake","Jay (Jay Park)","Sunoo","Ni-ki","Jay (Jay Park)",""
82,4,"General K-pop","K-pop companies quiz","medium","multiple_choice","Which company manages both SEVENTEEN and fromis_9?","JYP Entertainment","Pledis Entertainment","Source Music","SM Entertainment","Pledis Entertainment",""
82,5,"General K-pop","PSY and Gangnam Style era","easy","multiple_choice","Gangnam Style was the first YouTube video to reach how many views?","100 million","2 billion","1 billion","500 million","1 billion",""
83,1,"General K-pop","K-pop photocard culture quiz","easy","multiple_choice","Photocards are typically included where?","In concert tickets","In streaming apps","In fan club emails","Inside physical K-pop albums","Inside physical K-pop albums",""
83,2,"General K-pop","K-pop songs of 2024 quiz","medium","multiple_choice","Which group released 'Smart' in 2024?","NewJeans","aespa","LE SSERAFIM","IVE","LE SSERAFIM",""
83,3,"General K-pop","K-pop Korean language basics for fans","easy","multiple_choice","What does 'oppa' mean?","Teacher","Friend","Older brother (used by females to address older males)","Father","Older brother (used by females to address older males)",""
83,4,"BTS","BTS solo careers quiz","hard","multiple_choice","What is the name of Jungkook's solo album?","Standing","Seven","Euphoria","GOLDEN","GOLDEN",""
83,5,"BLACKPINK","BLACKPINK members facts - do you really know them?","medium","multiple_choice","Which BLACKPINK member acted in the K-drama Snowdrop?","Jennie","Rose","Lisa","Jisoo","Jisoo","Jisoo starred as the female lead in the 2021-2022 JTBC drama Snowdrop alongside Jung Hae-in."
84,1,"(G)I-DLE","(G)I-DLE Tomboy era quiz","medium","multiple_choice","Which (G)I-DLE song became a massive hit in 2022 with a girl-crush concept?","TOMBOY","HWAA","Oh My God","LATATA","TOMBOY",""
84,2,"BTS","BTS debut era - how well do you remember?","medium","multiple_choice","What was the name of BTS's debut album?","2 Cool 4 Skool","O!RUL8,2?","Skool Luv Affair","Dark & Wild","2 Cool 4 Skool",""
84,3,"BLACKPINK","BLACKPINK solo careers quiz - test your knowledge","medium","multiple_choice","What was Rose's debut solo single?","Gone","On The Ground","Hard to Love","Eyes Closed","On The Ground","On The Ground debuted at #70 on the Billboard Hot 100, the highest for a Korean solo artist at the time."
84,4,"BTS","BTS Love Yourself era quiz","hard","multiple_choice","What was the lead single from Love Yourself: Tear?","Anpanman","Singularity","The Truth Untold","Fake Love","Fake Love",""
84,5,"General K-pop","K-pop collaboration with Western artists","medium","true_false","BTS collaborated with Coldplay on 'My Universe'","True","False","","","True",""
85,1,"aespa","aespa true or false","medium","true_false","aespa's debut song was 'Next Level'","True","False","","","False",""
85,2,"GOT7","GOT7 basics","medium","multiple_choice","What year did GOT7 debut?","2014","2015","2013","2016","2014",""
85,3,"General K-pop","K-pop concert facts true or false","hard","true_false","BLACKPINK headlined Coachella in 2023","True","False","","","True",""
85,4,"BTS","BTS true or false - test your ARMY knowledge","medium","true_false","Jin's stage name was originally going to be 'Worldwide Handsome'","True","False","","","False",""
85,5,"LE SSERAFIM","LE SSERAFIM basics","easy","multiple_choice","How many members are currently in LE SSERAFIM?","5","7","4","6","5",""
86,1,"BLACKPINK","BLACKPINK discography deep dive","medium","multiple_choice","What is the name of Rose's solo single?","Gone","On The Ground","Money","Solo","On The Ground",""
86,2,"General K-pop","Super Junior legacy quiz","medium","multiple_choice","Which company does Super Junior belong to?","YG Entertainment","SM Entertainment","JYP Entertainment","HYBE","SM Entertainment",""
86,3,"SEVENTEEN","SEVENTEEN units quiz","medium","multiple_choice","Which unit does Hoshi lead?","Hip-hop unit","Dance unit","Performance unit","Vocal unit","Performance unit",""
86,4,"General K-pop","K-pop military service deep dive","medium","true_false","The standard military service duration is about 18 months","True","False","","","True",""
86,5,"General K-pop","K-pop positions explained quiz","easy","multiple_choice","What is the 'Face of the Group'?","The oldest member","The center","The member who represents the group publicly / most recognized","The leader","The member who represents the group publicly / most recognized",""
87,1,"General K-pop","K-pop fashion and style quiz","medium","multiple_choice","Which BLACKPINK member is a global ambassador for Saint Laurent and Tiffany & Co?","Rose","Jisoo","Jennie","Lisa","Rose",""
87,2,"LE SSERAFIM","LE SSERAFIM true or false","medium","true_false","Eunchae is the youngest member","True","False","","","True",""
87,3,"ATEEZ","ATEEZ true or false","medium","true_false","ATEEZ debuted under KQ Entertainment","True","False","","","True",""
87,4,"General K-pop","K-pop songs of 2024 quiz","medium","multiple_choice","Which aespa song went massively viral in 2024?","Better Things","Supernova","Spicy","Drama","Supernova",""
87,5,"TXT","TXT discography deep dive","hard","multiple_choice","What is the name of TXT's first full studio album?","The Dream Chapter: STAR","The Dream Chapter: MAGIC","The Chaos Chapter: FREEZE","minisode 1: Blue Hour","The Dream Chapter: MAGIC",""
88,1,"General K-pop","K-pop collaboration with Western artists","medium","true_false","BTS collaborated with Ed Sheeran on 'Make It Right'","True","False","","","True",""
88,2,"General K-pop","K-pop dating and relationships - verified facts only","hard","true_false","All K-pop idols are contractually forbidden from ever dating","True","False","","","False",""
88,3,"General K-pop","HYBE groups quiz","medium","multiple_choice","What was HYBE originally called?","Hit Entertainment","Big Hit Entertainment","HYBE Music","Bighit Music","Big Hit Entertainment",""
88,4,"Stray Kids","Stray Kids - know each member","hard","multiple_choice","What is I.N's real name?","Lee Felix","Yang Jeongin","Han Jisung","Kim Seungmin","Yang Jeongin",""
88,5,"General K-pop","K-pop food quiz - idols and their favorites","easy","true_false","Soju is a type of Korean tea","True","False","","","False",""
89,1,"SHINee","SHINee legends quiz","medium","multiple_choice","Who is the leader of SHINee?","Key","Onew","Minho","Taemin","Onew",""
89,2,"General K-pop","K-pop music show programs quiz","medium","multiple_choice","Which TV channel broadcasts 'Music Core'?","MBC","Mnet","KBS","SBS","MBC",""
89,3,"Red Velvet","Red Velvet true or false","medium","true_false","Red Velvet originally debuted with 4 members before Yeri joined","True","False","","","True",""
89,4,"BTS","BTS true or false - harder edition","hard","true_false","Jin was streetcast while walking near his university","True","False","","","True",""
89,5,"EXO","EXO true or false","medium","true_false","EXO has won the Daesang (Grand Prize) at MAMA","True","False","","","True",""
90,1,"General K-pop","MAMAMOO members and facts","medium","multiple_choice","What year did MAMAMOO debut?","2015","2013","2016","2014","2014",""
90,2,"General K-pop","K-pop iconic dances - name that move","hard","multiple_choice","The 'shy shy shy' dance is from which TWICE song?","What is Love?","TT","Likey","Cheer Up","Cheer Up",""
90,3,"ATEEZ","ATEEZ basics for ATINYs","easy","multiple_choice","What year did ATEEZ debut?","2017","2020","2018","2019","2018",""
90,4,"Stray Kids","SKZ producing and self-made trivia","hard","multiple_choice","What does 3RACHA stand for or reference?","Three rappers","A play on Sriracha sauce","Third generation","A Korean word","A play on Sriracha sauce","3RACHA is a play on the hot sauce brand Sriracha, with 3 representing the three members."
90,5,"IVE","IVE After LIKE to I AM era","medium","multiple_choice","Who is the center of IVE?","Rei","Wonyoung","Gaeul","Yujin","Wonyoung",""
91,1,"Stray Kids","Stray Kids - know each member","hard","multiple_choice","Which Stray Kids member is known for his powerful rap and muscular physique?","Changbin","Hyunjin","Han","Bang Chan","Changbin",""
91,2,"LE SSERAFIM","LE SSERAFIM true or false","medium","true_false","Sakura was previously in the Japanese group HKT48","True","False","","","True",""
91,3,"BLACKPINK","BLACKPINK solo careers quiz - test your knowledge","medium","multiple_choice","Which Lisa solo song became a massive TikTok trend?","LALISA","Money","Rockstar","Swallow","Money","Money became one of the most-used songs on TikTok in 2021-2022."
91,4,"SEVENTEEN","SEVENTEEN basics for CARATs","easy","multiple_choice","How many units does SEVENTEEN have?","3","4","5","2","3",""
91,5,"BTS","BTS true or false - harder edition","hard","true_false","BTS's official color is blue","True","False","","","False",""
92,1,"SEVENTEEN","SEVENTEEN units quiz","medium","multiple_choice","Which SEVENTEEN member has composed the majority of their discography?","Vernon","S.Coups","Hoshi","Woozi","Woozi",""
92,2,"BTS","How well do you know BTS members?","easy","multiple_choice","Who is the oldest member of BTS?","RM","Jin","Suga","J-Hope","Jin","Jin (Kim Seokjin) was born on December 4, 1992."
92,3,"Red Velvet","Red Velvet true or false","medium","true_false","Wendy is the main vocalist of Red Velvet","True","False","","","True",""
92,4,"General K-pop","K-pop lightstick colors and shapes","hard","true_false","Stray Kids' lightstick has a compass design","True","False","","","True",""
92,5,"BTS","BTS true or false - harder edition","hard","true_false","Love Yourself: Tear was the first K-pop album to reach #1 on the Billboard 200","True","False","","","True",""
93,1,"BLACKPINK","BLACKPINK members facts - do you really know them?","medium","multiple_choice","What nationality is Rose?","Korean","Korean-Australian","Korean-American","Korean-New Zealander","Korean-Australian","Rose (Park Chaeyoung) was born in New Zealand and raised in Melbourne, Australia."
93,2,"General K-pop","K-pop numbers quiz - how many members?","easy","multiple_choice","How many members does NewJeans have?","5","7","4","6","5",""
93,3,"TWICE","TWICE Japanese discography","hard","multiple_choice","TWICE's three Japanese members are who?","Sana, Mina, and Tzuyu","Momo, Sana, and Mina","Momo, Mina, and Dahyun","Momo, Nayeon, and Sana","Momo, Sana, and Mina",""
93,4,"Stray Kids","Stray Kids true or false","medium","true_false","Stray Kids was formed through a JYP survival show","True","False","","","True",""
93,5,"LE SSERAFIM","LE SSERAFIM true or false","medium","true_false","Yunjin is Korean-American","True","False","","","True",""
94,1,"General K-pop","K-pop sasaeng and fan culture dark side","medium","true_false","Fan wars between different K-pop fandoms are common on social media","True","False","","","True",""
94,2,"BTS","BTS Love Yourself era quiz","hard","multiple_choice","What was the lead single from Love Yourself: Her?","MIC Drop","Best of Me","Go Go","DNA","DNA",""
94,3,"BTS","BTS members real names - complete test","medium","multiple_choice","What is Jin's real name?","Kim Seokjin","Min Yoongi","Kim Namjoon","Kim Taehyung","Kim Seokjin",""
94,4,"ATEEZ","ATEEZ discography challenge","hard","multiple_choice","Which ATEEZ song was their first major hit with a dark warrior concept?","HALA HALA","Inception","Pirate King","Wave","HALA HALA",""
94,5,"BLACKPINK","BLACKPINK world tour and performances quiz","hard","multiple_choice","BLACKPINK made history as the first K-pop girl group to perform at which festival?","Glastonbury","Coachella","Lollapalooza","Reading Festival","Coachella","BLACKPINK performed at Coachella in 2019 and returned as headliners in 2023."
95,1,"General K-pop","YG Entertainment groups quiz","medium","multiple_choice","BIGBANG debuted under YG in which year?","2005","2008","2007","2006","2006",""
95,2,"BLACKPINK","Find the Non-BLACKPINK Member","easy","intruder","Find the intruder","Jisoo","Rose","Jennie","Karina","Karina","Karina is the leader of aespa"
95,3,"TWICE","TWICE Japanese discography","hard","multiple_choice","Which TWICE Japanese single became one of their biggest Japanese hits?","One More Time","Wake Me Up","Candy Pop","Brand New Girl","Candy Pop",""
95,4,"EXO","EXO discography challenge","hard","multiple_choice","How many Korean members remained in EXO after the Chinese members departed?","12","6","7","9 (then some Chinese members returned for group activities)","9 (then some Chinese members returned for group activities)",""
